,rel606_gene_id,BLATTNER-ID,ECK_ID
634,ECB_RS03795,b0759,ECK120000355
635,ECB_RS03800,b0760,ECK120001620
636,ECB_RS03805,b0761,ECK120002995
637,ECB_RS03810,b0762,ECK120002996
638,ECB_RS03815,b0763,ECK120002283
639,ECB_RS03820,b0764,ECK120000002
640,ECB_RS03825,b0765,ECK120000148
641,ECB_RS03830,b0766,ECK120001217
642,ECB_RS03835,b0767,ECK120002997
643,ECB_RS03840,b0768,ECK120002998
644,ECB_RS03845,b0769,ECK120002999
645,ECB_RS03850,b0770,ECK120003000
646,ECB_RS03855,b0771,ECK120003001
647,ECB_RS03860,b0772,ECK120002414
648,ECB_RS03950,b0773,ECK120001216
649,ECB_RS03955,b0774,ECK120000113
650,ECB_RS03960,b0775,ECK120000114
651,ECB_RS03965,b0776,ECK120000117
652,ECB_RS03970,b0777,ECK120000115
653,ECB_RS03975,b0778,ECK120000116
654,ECB_RS03980,b0779,ECK120001051
655,ECB_RS03985,b0780,ECK120003002
656,ECB_RS03995,b0781,ECK120001543
657,ECB_RS04000,b0782,ECK120001544
658,ECB_RS04005,b0783,ECK120001609
659,ECB_RS04010,b0784,ECK120001545
660,ECB_RS04015,b0785,ECK120001546
661,ECB_RS04020,b0786,ECK120003003
662,ECB_RS04025,b0787,ECK120003004
663,ECB_RS04030,b0788,ECK120003005
664,ECB_RS04035,b0789,ECK120003006
665,ECB_RS04040,b0790,ECK120003007
666,ECB_RS04045,b0791,ECK120003008
667,ECB_RS04050,b0792,ECK120003009
668,ECB_RS04055,b0793,ECK120003010
669,ECB_RS04060,b0794,ECK120003011
670,ECB_RS04065,b0795,ECK120003012
671,ECB_RS04070,b0796,ECK120002268
672,ECB_RS04075,b0797,ECK120001213
673,ECB_RS04080,b0798,ECK120001531
674,ECB_RS04085,b0799,ECK120001326
675,ECB_RS04090,b0800,ECK120001532
676,ECB_RS04095,b0801,ECK120001533
677,ECB_RS04100,b0802,ECK120002280
678,ECB_RS04105,b0803,ECK120002279
679,ECB_RS04110,b0804,ECK120003013
680,ECB_RS04115,b0805,ECK120003014
681,ECB_RS25370,b0806,ECK120003015
682,ECB_RS04125,b0807,ECK120003016
683,ECB_RS04130,b0808,ECK120003017
684,ECB_RS04135,b0809,ECK120000382
685,ECB_RS04140,b0810,ECK120000381
686,ECB_RS04145,b0811,ECK120000379
687,ECB_RS04155,b0812,ECK120001381
688,ECB_RS04160,b0813,ECK120002036
689,ECB_RS25375,b4736,ECK125276532
690,ECB_RS04165,b0814,ECK120002021
691,ECB_RS04170,b0815,ECK120003018
692,ECB_RS04175,b4705,ECK125140755
693,ECB_RS04180,b0817,ECK120003020
694,ECB_RS04185,b0818,ECK120003021
695,ECB_RS04190,b0819,ECK120003022
696,ECB_RS04195,b0820,ECK120003023
697,ECB_RS04200,b0821,ECK120003024
698,ECB_RS04205,b0822,ECK120003025
699,ECB_RS04210,b0823,ECK120003026
700,ECB_RS04215,b0824,ECK120003027
701,ECB_RS04220,b0825,ECK120003028
702,ECB_RS04225,b0826,ECK120000150
703,ECB_RS04230,b0827,ECK120000149
704,ECB_RS04235,b0828,ECK120002269
705,ECB_RS04240,b0829,ECK120003029
706,ECB_RS04245,b0830,ECK120003030
707,ECB_RS04250,b0831,ECK120003031
708,ECB_RS04255,b0832,ECK120003032
709,ECB_RS04270,b0834,ECK120003034
710,ECB_RS04275,b0835,ECK120003035
711,ECB_RS04280,b0836,ECK120003036
712,ECB_RS04285,b0837,ECK120003037
713,ECB_RS04290,b0838,ECK120003038
714,ECB_RS04295,b0839,ECK120000197
715,ECB_RS04300,b0840,ECK120000217
716,ECB_RS04305,b0841,ECK120003039
717,ECB_RS04310,b0842,ECK120003040
718,ECB_RS04315,b0843,ECK120003041
719,ECB_RS04320,b0844,ECK120003042
720,ECB_RS04325,b0845,ECK120003043
721,ECB_RS04330,b0846,ECK120003044
722,ECB_RS04480,b1156,ECK120001104
723,ECB_RS04505,b0847,ECK120003045
724,ECB_RS04510,b0848,ECK120003046
725,ECB_RS04515,b0849,ECK120000410
726,ECB_RS04520,b0850,ECK120002395
727,ECB_RS04525,b0851,ECK120001236
728,ECB_RS04530,b0852,ECK120000843
729,ECB_RS04535,b0853,ECK120003047
730,ECB_RS04545,b0854,ECK120001577
731,ECB_RS04550,b0855,ECK120001578
732,ECB_RS04555,b0856,ECK120001579
733,ECB_RS04560,b0857,ECK120001580
734,ECB_RS04565,b0858,ECK120003048
735,ECB_RS04570,b0859,ECK120003049
736,ECB_RS04575,b0860,ECK120001576
737,ECB_RS04580,b0861,ECK120001575
738,ECB_RS04585,b0862,ECK120001574
739,ECB_RS04590,b0863,ECK120001573
740,ECB_RS04595,b0864,ECK120001572
741,ECB_RS04600,b0865,ECK120003050
742,ECB_RS04605,b0866,ECK120003051
743,ECB_RS04610,b0867,ECK120003052
744,ECB_RS04615,b0868,ECK120003053
745,ECB_RS04620,b0869,ECK120003054
746,ECB_RS04625,b0870,ECK120003055
747,ECB_RS04630,b0871,ECK120000745
748,ECB_RS04635,b0872,ECK120003056
749,ECB_RS04640,b0873,ECK120003057
750,ECB_RS04645,b0874,ECK120003058
751,ECB_RS04650,b0875,ECK120002435
752,ECB_RS04660,b0876,ECK120003059
753,ECB_RS04665,b0877,ECK120003060
754,ECB_RS04670,b0878,ECK120003061
755,ECB_RS04675,b0879,ECK120003062
756,ECB_RS04680,b0880,ECK120001097
757,ECB_RS04685,b0881,ECK120003063
758,ECB_RS04690,b0882,ECK120000152
759,ECB_RS04700,b0884,ECK120000497
760,ECB_RS04705,b0885,ECK120001098
761,ECB_RS04710,b0886,ECK120000010
762,ECB_RS04715,b0887,ECK120001371
763,ECB_RS04720,b0888,ECK120001021
764,ECB_RS04725,b0889,ECK120000540
765,ECB_RS04730,b0890,ECK120003064
766,ECB_RS04735,b0891,ECK120003065
767,ECB_RS04740,b0892,ECK120002355
768,ECB_RS04745,b0893,ECK120000936
769,ECB_RS04750,b0894,ECK120000226
770,ECB_RS04755,b0895,ECK120000227
771,ECB_RS04760,b0896,ECK120000228
772,ECB_RS04765,b0897,ECK120001218
773,ECB_RS04770,b0898,ECK120001219
774,ECB_RS04775,b0899,ECK120003066
775,ECB_RS04780,b0900,ECK120003067
776,ECB_RS04785,b0901,ECK120002361
777,ECB_RS04790,b0902,ECK120000025
778,ECB_RS04795,b0903,ECK120000693
779,ECB_RS25385,b0904,ECK120001233
780,ECB_RS04805,b0905,ECK120003068
781,ECB_RS04810,b0906,ECK120003069
782,ECB_RS04815,b0907,ECK120000935
783,ECB_RS04820,b0908,ECK120000069
784,ECB_RS04825,b0909,ECK120003070
785,ECB_RS04830,b0910,ECK120001239
786,ECB_RS04835,b0911,ECK120000891
787,ECB_RS04840,b0912,ECK120000434
788,ECB_RS04845,b0913,ECK120002243
789,ECB_RS04850,b0914,ECK120000606
790,ECB_RS04855,b0915,ECK120001375
791,ECB_RS04860,b0916,ECK120003071
792,ECB_RS04865,b0917,ECK120003072
793,ECB_RS04870,b0918,ECK120000512
794,ECB_RS04875,b0919,ECK120003073
795,ECB_RS04880,b0920,ECK120002062
796,ECB_RS04885,b0921,ECK120002063
797,ECB_RS04890,b0922,ECK120002061
798,ECB_RS04895,b0923,ECK120001227
799,ECB_RS04900,b0924,ECK120000611
800,ECB_RS04905,b0925,ECK120001228
801,ECB_RS04910,b0926,ECK120003074
802,ECB_RS04915,b0927,ECK120003075
803,ECB_RS04920,b0928,ECK120000092
804,ECB_RS04930,b0929,ECK120000664
805,ECB_RS04935,b0930,ECK120000090
806,ECB_RS04940,b0931,ECK120000733
807,ECB_RS04945,b0932,ECK120000688
808,ECB_RS04950,b0933,ECK120002226
809,ECB_RS04955,b0934,ECK120003076
810,ECB_RS04960,b0935,ECK120003077
811,ECB_RS04965,b0936,ECK120003078
812,ECB_RS04970,b0937,ECK120003079
813,ECB_RS04975,b0938,ECK120003080
814,ECB_RS04980,b0939,ECK120003081
815,ECB_RS04985,b0940,ECK120003082
816,ECB_RS04990,b0941,ECK120003083
817,ECB_RS04995,b0942,ECK120003084
818,ECB_RS05000,b0943,ECK120003085
819,ECB_RS05005,b0944,ECK120002260
820,ECB_RS05010,b0945,ECK120000798
821,ECB_RS05015,b0946,ECK120003086
822,ECB_RS05020,b0947,ECK120003087
823,ECB_RS05025,b0948,ECK120003088
824,ECB_RS05030,b0949,ECK120003089
825,ECB_RS05035,b0950,ECK120003090
826,ECB_RS05040,b0951,ECK120003091
827,ECB_RS05045,b0952,ECK120003092
828,ECB_RS05050,b0953,ECK120002563
829,ECB_RS05055,b0954,ECK120000267
830,ECB_RS05060,b0955,ECK120003093
831,ECB_RS05065,b0956,ECK120002403
832,ECB_RS05070,b0957,ECK120000662
833,ECB_RS05080,b0958,ECK120000973
834,ECB_RS05085,b0959,ECK120003094
835,ECB_RS05090,b0960,ECK120003095
836,ECB_RS05095,b0961,ECK120003096
837,ECB_RS05100,b0962,ECK120000419
838,ECB_RS05105,b0963,ECK120003097
839,ECB_RS05110,b0964,ECK120003098
840,ECB_RS05120,b0965,ECK120003099
841,ECB_RS05125,b0966,ECK120003100
842,ECB_RS05130,b0967,ECK120003101
843,ECB_RS05135,b0968,ECK120003102
844,ECB_RS05140,b0969,ECK120002415
845,ECB_RS05145,b0970,ECK120001099
846,ECB_RS05155,b0972,ECK120000461
847,ECB_RS05160,b0973,ECK120000462
848,ECB_RS05165,b0974,ECK120000463
849,ECB_RS05170,b0975,ECK120000464
850,ECB_RS05175,b0976,ECK120000465
851,ECB_RS05180,b0977,ECK120000466
852,ECB_RS05185,b0978,ECK120001348
853,ECB_RS05190,b0979,ECK120001347
854,ECB_RS05195,b4592,ECK120030072
855,ECB_RS05200,b0980,ECK120000045
856,ECB_RS05205,b0981,ECK120001758
857,ECB_RS05210,b0982,ECK120003103
858,ECB_RS05215,b0983,ECK120003104
859,ECB_RS05220,b0984,ECK120003105
860,ECB_RS05225,b0985,ECK120003106
861,ECB_RS05230,b0986,ECK120003107
862,ECB_RS05235,b0987,ECK120003108
863,ECB_RS05240,b0989,ECK120003110
864,ECB_RS05245,b0990,ECK120003111
865,ECB_RS23395,b4723,
866,ECB_RS05250,b0991,ECK120003112
867,ECB_RS05255,b4517,ECK120002666
868,ECB_RS05260,b0992,ECK120003113
869,ECB_RS05265,b0993,ECK120003114
870,ECB_RS05270,b0994,ECK120003115
871,ECB_RS05275,b0995,ECK120002334
872,ECB_RS05280,b0996,ECK120001748
873,ECB_RS05285,b0997,ECK120001747
874,ECB_RS05290,b0998,ECK120002084
875,ECB_RS05295,b0999,ECK120002083
876,ECB_RS05300,b1000,ECK120002082
877,ECB_RS05305,b1001,ECK120002085
878,ECB_RS05310,b1002,ECK120000030
879,ECB_RS05315,b1003,ECK120002362
880,ECB_RS05320,b1004,ECK120001494
881,ECB_RS05330,b4518,ECK120016295
882,ECB_RS05335,b1006,ECK120003117
883,ECB_RS05340,b1007,ECK120003118
884,ECB_RS05345,b1008,ECK120003119
885,ECB_RS05350,b1009,ECK120003120
886,ECB_RS05355,b1010,ECK120003121
887,ECB_RS05360,b1011,ECK120003122
888,ECB_RS05365,b1012,ECK120003123
889,ECB_RS05370,b1013,ECK120002180
890,ECB_RS05375,b1014,ECK120000792
891,ECB_RS05385,b1015,ECK120000793
892,ECB_RS05400,b1018,ECK120003125
893,ECB_RS05405,b1019,ECK120001674
894,ECB_RS05415,b1020,ECK120001673
895,ECB_RS05420,b1021,ECK120003126
896,ECB_RS05425,b1022,ECK120003127
897,ECB_RS05430,b1023,ECK120003128
898,ECB_RS05435,b1024,ECK120003129
899,ECB_RS05440,b1025,ECK120003130
900,ECB_RS05445,,
901,ECB_RS05465,b1033,ECK120003135
902,ECB_RS05470,b1034,ECK120003136
903,ECB_RS05475,b1035,ECK120003137
904,ECB_RS05480,b1036,ECK120003138
905,ECB_RS05485,b1037,ECK120003139
906,ECB_RS05490,b1038,ECK120003140
907,ECB_RS05495,b1039,ECK120003141
908,ECB_RS05500,b1040,ECK120003142
909,ECB_RS05510,b1041,ECK120003143
910,ECB_RS05515,b1042,ECK120001445
911,ECB_RS05520,b1043,ECK120003144
912,ECB_RS05525,b1044,ECK120003145
913,ECB_RS05530,b1045,ECK120003146
914,ECB_RS05535,b1046,ECK120003147
915,ECB_RS05540,b1047,ECK120003148
916,ECB_RS05555,b1048,ECK120001815
917,ECB_RS05560,b1049,ECK120001816
918,ECB_RS05565,b1050,ECK120002354
919,ECB_RS05570,b1051,ECK120001309
920,ECB_RS05580,b1053,ECK120001314
921,ECB_RS05585,b1054,ECK120000457
922,ECB_RS05590,b1055,ECK120001100
923,ECB_RS05595,b1056,ECK120001752
924,ECB_RS05600,b1057,ECK120003150
925,ECB_RS05605,b1058,ECK120003151
926,ECB_RS05610,b1059,ECK120003152
927,ECB_RS05615,b1060,ECK120003153
928,ECB_RS05620,b1061,ECK120003154
929,ECB_RS05625,b1062,ECK120000797
930,ECB_RS05630,b1063,ECK120001101
931,ECB_RS05635,b1064,ECK120002353
932,ECB_RS05640,b1065,ECK120003155
933,ECB_RS05645,b1066,ECK120000842
934,ECB_RS05650,b1067,ECK120001491
935,ECB_RS05655,b1068,ECK120003156
936,ECB_RS05660,b1069,ECK120003157
937,ECB_RS05665,b1070,ECK120003158
938,ECB_RS05670,b1071,ECK120002689
939,ECB_RS05675,b1072,ECK120002678
940,ECB_RS05680,b1073,ECK120002679
941,ECB_RS05685,b1074,ECK120002680
942,ECB_RS05690,b1075,ECK120002682
943,ECB_RS05695,b1076,ECK120002683
944,ECB_RS05700,b1077,ECK120002684
945,ECB_RS05705,b1078,ECK120002685
946,ECB_RS05710,b1079,ECK120002686
947,ECB_RS05715,b1080,ECK120002687
948,ECB_RS05720,b1081,ECK120002688
949,ECB_RS05725,b1082,ECK120001893
950,ECB_RS05730,b1083,ECK120001499
951,ECB_RS05735,b1084,ECK120000850
952,ECB_RS05745,b1086,ECK120001102
953,ECB_RS05750,b1087,ECK120001402
954,ECB_RS05755,b1088,ECK120001103
955,ECB_RS05760,b1089,ECK120000881
956,ECB_RS05765,b1090,ECK120001401
957,ECB_RS05770,b1091,ECK120000271
958,ECB_RS05775,b1092,ECK120001288
959,ECB_RS05780,b1093,ECK120001289
960,ECB_RS05785,b1094,ECK120002562
961,ECB_RS05790,b1095,ECK120002329
962,ECB_RS05795,b1096,ECK120001449
963,ECB_RS05800,b1097,ECK120001450
964,ECB_RS05805,b1098,ECK120002181
965,ECB_RS05810,b1099,ECK120001456
966,ECB_RS05815,b1100,ECK120002182
967,ECB_RS05820,b1101,ECK120000778
968,ECB_RS05825,b1102,ECK120000300
969,ECB_RS05830,b1103,ECK120002067
970,ECB_RS05835,b1104,ECK120003160
971,ECB_RS05840,b1105,ECK120003161
972,ECB_RS05845,b1106,ECK120003162
973,ECB_RS05850,b1107,ECK120003163
974,ECB_RS05855,b1108,ECK120003164
975,ECB_RS05860,b1109,ECK120000642
976,ECB_RS05865,b1110,ECK120002297
977,ECB_RS05870,b1111,ECK120003165
978,ECB_RS05875,b1112,ECK120003166
979,ECB_RS05880,b1113,ECK120003167
980,ECB_RS05885,b1114,ECK120001567
981,ECB_RS05890,b1115,ECK120003168
982,ECB_RS05895,b1116,ECK120003169
983,ECB_RS05900,b1117,ECK120003170
984,ECB_RS05905,b1118,ECK120003171
985,ECB_RS05925,b1120,ECK120003173
986,ECB_RS05930,b1121,ECK120003174
987,ECB_RS05940,b1123,ECK120000743
988,ECB_RS05945,b1124,ECK120000742
989,ECB_RS05950,b1125,ECK120000741
990,ECB_RS05955,b1126,ECK120000740
991,ECB_RS05965,b1127,ECK120001503
992,ECB_RS05970,b1128,ECK120001394
993,ECB_RS05975,b1129,ECK120000723
994,ECB_RS05980,b1130,ECK120000722
995,ECB_RS05985,b1131,ECK120001285
996,ECB_RS05990,b1132,ECK120001316
997,ECB_RS05995,b1133,ECK120001315
998,ECB_RS06000,b1134,ECK120003176
999,ECB_RS06005,b1135,ECK120003177
1000,ECB_RS06010,b1136,ECK120000482
1001,ECB_RS06015,b1160,ECK120003195
1002,ECB_RS06025,b1161,ECK120003196
1003,ECB_RS06030,b1162,ECK120003197
1004,ECB_RS06035,b1163,ECK120003198
1005,ECB_RS06040,b1164,ECK120003199
1006,ECB_RS06045,b1165,ECK120003200
1007,ECB_RS06050,b1166,ECK120003201
1008,ECB_RS06055,b1167,ECK120003202
1009,ECB_RS06060,b1168,ECK120003203
1010,ECB_RS06065,b4520,ECK120015304
1011,ECB_RS06085,b1171,ECK120003206
1012,ECB_RS06090,b1172,ECK120003207
1013,ECB_RS06095,b4593,ECK120030073
1014,ECB_RS23445,b4594,ECK120030074
1015,ECB_RS06105,b1174,ECK120000591
1016,ECB_RS06110,b1175,ECK120000590
1017,ECB_RS06115,b1176,ECK120000589
1018,ECB_RS06120,b1177,ECK120003209
1019,ECB_RS06125,b1178,ECK120003210
1020,ECB_RS06130,b1179,ECK120003211
1021,ECB_RS06135,b1180,ECK120003212
1022,ECB_RS06140,b1181,ECK120003213
1023,ECB_RS06155,b1183,ECK120001046
1024,ECB_RS06160,b1184,ECK120001045
1025,ECB_RS06165,b1185,ECK120001360
1026,ECB_RS06170,b1186,ECK120001359
1027,ECB_RS06175,b1187,ECK120000275
1028,ECB_RS06180,b1188,ECK120001471
1029,ECB_RS06185,b1189,ECK120001373
1030,ECB_RS06190,b1190,ECK120001374
1031,ECB_RS06195,b1191,ECK120003215
1032,ECB_RS06200,b1192,ECK120003216
1033,ECB_RS06205,b1193,ECK120003217
1034,ECB_RS06210,b1194,ECK120003218
1035,ECB_RS06215,b1195,ECK120003219
1036,ECB_RS06220,b1196,ECK120003220
1037,ECB_RS06225,b1197,ECK120001006
1038,ECB_RS06230,b1198,ECK120002261
1039,ECB_RS06235,b1199,ECK120003221
1040,ECB_RS06240,b1200,ECK120003222
1041,ECB_RS06245,b1201,ECK120003223
1042,ECB_RS06250,b1202,ECK120003224
1043,ECB_RS06260,b1203,ECK120001370
1044,ECB_RS06265,b1204,ECK120000776
1045,ECB_RS06270,b1205,ECK120001487
1046,ECB_RS06275,b1206,ECK120002255
1047,ECB_RS06280,b1207,ECK120000765
1048,ECB_RS06285,b1208,ECK120001267
1049,ECB_RS06290,b1209,ECK120001266
1050,ECB_RS06295,b1210,ECK120000420
1051,ECB_RS06300,b1211,ECK120000752
1052,ECB_RS06305,b1212,ECK120002282
1053,ECB_RS06310,b1213,ECK120003225
1054,ECB_RS06315,b1214,ECK120001226
1055,ECB_RS06320,b1215,ECK120000511
1056,ECB_RS06325,b4423,ECK120002659
1057,ECB_RS06330,b4421,ECK120002657
1058,ECB_RS06335,b4423,ECK120002659
1059,ECB_RS06340,b1216,ECK120001691
1060,ECB_RS06345,b1217,ECK120002264
1061,ECB_RS06350,b1218,ECK120002265
1062,ECB_RS06355,b1219,ECK120002266
1063,ECB_RS06360,b1220,ECK120002267
1064,ECB_RS06365,b1221,ECK120000636
1065,ECB_RS06370,b1222,ECK120000639
1066,ECB_RS06380,b1223,ECK120000635
1067,ECB_RS06385,b1224,ECK120000631
1068,ECB_RS06390,b1225,ECK120000632
1069,ECB_RS06395,b1226,ECK120000634
1070,ECB_RS06400,b1227,ECK120000633
1071,ECB_RS06415,b1232,ECK120001751
1072,ECB_RS06420,b1233,ECK120002022
1073,ECB_RS06425,b1234,ECK120002023
1074,ECB_RS06430,b1235,ECK120002024
1075,ECB_RS06435,b1236,ECK120001290
1076,ECB_RS06440,b1237,ECK120000450
1077,ECB_RS06445,b1238,ECK120000983
1078,ECB_RS06450,b1241,ECK120000028
1079,ECB_RS06455,b1242,ECK120001313
1080,ECB_RS06460,b1243,ECK120000667
1081,ECB_RS06465,b1244,ECK120000668
1082,ECB_RS06470,b1245,ECK120000669
1083,ECB_RS06475,b1246,ECK120000670
1084,ECB_RS06480,b1247,ECK120000671
1085,ECB_RS06485,b1248,ECK120003228
1086,ECB_RS06490,b1249,ECK120001556
1087,ECB_RS25400,b4595,ECK120002602
1088,ECB_RS06500,b1250,ECK120001554
1089,ECB_RS06505,b1251,ECK120001555
1090,ECB_RS06510,b1252,ECK120001001
1091,ECB_RS06515,b1253,ECK120001105
1092,ECB_RS06520,b1254,ECK120001106
1093,ECB_RS06525,b1255,ECK120001107
1094,ECB_RS06530,b1256,ECK120001108
1095,ECB_RS06535,b1257,ECK120001109
1096,ECB_RS06540,b1258,ECK120001110
1097,ECB_RS06545,b1259,ECK120001111
1098,ECB_RS06550,b1260,ECK120001013
1099,ECB_RS06555,b1261,ECK120001014
1100,ECB_RS06560,b1262,ECK120001015
1101,ECB_RS06565,b1263,ECK120001016
1102,ECB_RS06570,b1264,ECK120001017
1103,ECB_RS23500,b1265,ECK120001248
1104,ECB_RS06575,b1266,ECK120003229
1105,ECB_RS06580,b1267,ECK120003230
1106,ECB_RS06600,b1269,ECK120002288
1107,ECB_RS06605,b1270,ECK120000126
1108,ECB_RS06610,b1271,ECK120001695
1109,ECB_RS06620,b1272,ECK120000945
1110,ECB_RS06625,b1273,ECK120002411
1111,ECB_RS06635,b1274,ECK120001002
1112,ECB_RS06640,b1275,ECK120000179
1113,ECB_RS06645,b4522,ECK120016922
1114,ECB_RS06650,b4523,ECK120016923
1115,ECB_RS25410,b4741,ECK125276518
1116,ECB_RS06660,b1276,ECK120001296
1117,ECB_RS06665,b1277,ECK120001302
1118,ECB_RS06670,b1278,ECK120000697
1119,ECB_RS06675,b1279,ECK120003232
1120,ECB_RS06680,b1280,ECK120002356
1121,ECB_RS06685,b1281,ECK120000800
1122,ECB_RS06690,b1282,ECK120001112
1123,ECB_RS06695,b1283,ECK120000672
1124,ECB_RS06700,b1284,ECK120003233
1125,ECB_RS06705,b4596,ECK120030075
1126,ECB_RS06710,b1285,ECK120003234
1127,ECB_RS06715,b4672,
1128,ECB_RS06720,b1286,ECK120001568
1129,ECB_RS06725,b1287,ECK120003235
1130,ECB_RS06730,b1288,ECK120001482
1131,ECB_RS06735,b1289,ECK120003236
1132,ECB_RS06740,b1290,ECK120002184
1133,ECB_RS06745,b1291,ECK120002183
1134,ECB_RS06750,b1292,ECK120002674
1135,ECB_RS06755,b1293,ECK120002675
1136,ECB_RS06760,b1294,ECK120002676
1137,ECB_RS06770,b1295,ECK120003237
1138,ECB_RS06775,b1296,ECK120003238
1139,ECB_RS25415,b4742,ECK125276527
1140,ECB_RS06780,b1297,ECK120003239
1141,ECB_RS06785,b1298,ECK120003240
1142,ECB_RS06790,b1299,ECK120002286
1143,ECB_RS06795,b1300,ECK120000033
1144,ECB_RS06800,b1301,ECK120001754
1145,ECB_RS06805,b1302,ECK120003241
1146,ECB_RS06810,b1303,ECK120002219
1147,ECB_RS06815,b1304,ECK120000767
1148,ECB_RS06820,b1305,ECK120000768
1149,ECB_RS06825,b1306,ECK120000769
1150,ECB_RS06830,b1307,ECK120000770
1151,ECB_RS06835,b1308,ECK120000771
1152,ECB_RS06840,b1309,ECK120003242
1153,ECB_RS06845,b1310,ECK120003243
1154,ECB_RS06850,b1311,ECK120003244
1155,ECB_RS06855,b1312,ECK120003245
1156,ECB_RS06860,b1313,ECK120003246
1157,ECB_RS06865,b1314,ECK120003247
1158,ECB_RS06870,b1315,ECK120003248
1159,ECB_RS06875,b1316,ECK120003249
1160,ECB_RS06880,b1317,ECK120003250
1161,ECB_RS06890,b1319,ECK120003252
1162,ECB_RS06895,b1320,ECK120003253
1163,ECB_RS06900,b1321,ECK120003254
1164,ECB_RS06905,b1322,ECK120002412
1165,ECB_RS06910,b1323,ECK120001031
1166,ECB_RS06915,b1324,ECK120003255
1167,ECB_RS06920,b1325,ECK120003256
1168,ECB_RS06925,b1326,ECK120003257
1169,ECB_RS25420,b4673,
1170,ECB_RS06935,b1327,ECK120003258
1171,ECB_RS06940,b1328,ECK120003259
1172,ECB_RS06950,b1329,ECK120003260
1173,ECB_RS06955,b1330,ECK120003261
1174,ECB_RS06960,b1332,ECK120003263
1175,ECB_RS06965,b1333,ECK120001222
1176,ECB_RS06970,b1334,ECK120000319
1177,ECB_RS06975,b1335,ECK120000661
1178,ECB_RS06980,b1336,ECK120002401
1179,ECB_RS06990,b1337,ECK120003264
1180,ECB_RS06995,b1338,ECK120003265
1181,ECB_RS07000,b1339,ECK120003266
1182,ECB_RS07010,b1340,ECK120003267
1183,ECB_RS07015,b1341,ECK120003268
1184,ECB_RS07020,b1342,ECK120003269
1185,ECB_RS07030,b1343,ECK120000204
1186,ECB_RS07035,b1344,ECK120003270
1187,ECB_RS23520,b1345,ECK120003271
1188,ECB_RS07045,b1346,ECK120003272
1189,ECB_RS07050,b1347,ECK120001830
1190,ECB_RS07055,b1348,ECK120001829
1191,ECB_RS07060,b1349,ECK120001828
1192,ECB_RS07065,b1350,ECK120000818
1193,ECB_RS07070,b1351,ECK120000804
1194,ECB_RS07075,b4526,ECK120002628
1195,ECB_RS07080,b1352,ECK120002054
1196,ECB_RS07085,b1353,ECK120002053
1197,ECB_RS22885,b4527,ECK120016300
1198,ECB_RS07090,b0554,ECK120002917
1199,ECB_RS07105,b1554,ECK120003416
1200,ECB_RS24955,b4528,ECK120016301
1201,ECB_RS07115,b1363,ECK120001009
1202,ECB_RS07150,b1545,ECK120003408
1203,ECB_RS07155,b1544,ECK120003407
1204,ECB_RS25425,b4744,ECK125276506
1205,ECB_RS07160,b1376,ECK120003294
1206,ECB_RS07165,b1377,ECK120003295
1207,ECB_RS07170,b1378,ECK120003296
1208,ECB_RS07175,b4529,ECK120016302
1209,ECB_RS07180,b1379,ECK120003297
1210,ECB_RS07185,b1380,ECK120002700
1211,ECB_RS07190,b1381,ECK120003298
1212,ECB_RS07195,b1382,ECK120003299
1213,ECB_RS07200,b1383,ECK120003300
1214,ECB_RS07205,b1384,ECK120003301
1215,ECB_RS07210,b1385,ECK120004448
1216,ECB_RS07225,,
1217,ECB_RS07235,b1407,ECK120001281
1218,ECB_RS07240,b1408,ECK120003320
1219,ECB_RS07245,b1409,ECK120003321
1220,ECB_RS07250,b1410,ECK120003322
1221,ECB_RS07255,b1411,ECK120003323
1222,ECB_RS07260,b1412,ECK120003324
1223,ECB_RS07265,b1413,ECK120003325
1224,ECB_RS07270,b1414,ECK120002014
1225,ECB_RS07275,b1415,ECK120000032
1226,ECB_RS07295,b1418,ECK120000167
1227,ECB_RS07300,b1419,ECK120001198
1228,ECB_RS07305,b4428,ECK120002662
1229,ECB_RS07310,b1421,ECK120001007
1230,ECB_RS07315,b1422,ECK120003327
1231,ECB_RS07320,b1423,ECK120003328
1232,ECB_RS07325,b1424,ECK120002405
1233,ECB_RS07335,b1426,ECK120002408
1234,ECB_RS07340,b1427,ECK120000844
1235,ECB_RS07345,b1428,ECK120003330
1236,ECB_RS07350,b1429,ECK120001813
1237,ECB_RS07355,b1430,ECK120001814
1238,ECB_RS07360,b1431,ECK120003331
1239,ECB_RS07380,b1432,ECK120003332
1240,ECB_RS07385,b1433,ECK120003333
1241,ECB_RS07390,b1434,ECK120003334
1242,ECB_RS07395,b1435,ECK120003335
1243,ECB_RS07400,b1436,ECK120003336
1244,ECB_RS07405,b4532,ECK120016303
1245,ECB_RS07410,b1438,ECK120003338
1246,ECB_RS07415,b1439,ECK120003339
1247,ECB_RS07420,b1440,ECK120003340
1248,ECB_RS07425,b1441,ECK120003341
1249,ECB_RS07430,b1442,ECK120003342
1250,ECB_RS07435,b1443,ECK120003343
1251,ECB_RS07440,b1444,ECK120003344
1252,ECB_RS23550,b4598,ECK120002598
1253,ECB_RS07450,b1445,ECK120003345
1254,ECB_RS07455,b1446,ECK120003346
1255,ECB_RS07460,b1447,ECK120003347
1256,ECB_RS07465,b1448,ECK120003348
1257,ECB_RS07470,b1449,ECK120003349
1258,ECB_RS07475,b1450,ECK120003350
