target_id	length	eff_length	est_counts	tpm
ECB_00697	693	525.59	3	4.39615
ECB_00698	429	262.421	3	8.80483
ECB_00699	1266	1098.59	15	10.5161
ECB_00700	1293	1125.59	31	21.2119
ECB_00701	522	354.747	32	69.4753
ECB_00702	792	624.59	35	43.159
ECB_00703	1044	876.59	3	2.63587
ECB_00704	720	552.59	46	64.1141
ECB_00705	942	774.59	12	11.9319
ECB_00706	381	215.099	36	128.903
ECB_00707	1053	885.59	19	16.5242
ECB_00708	753	585.59	149	195.971
ECB_00709	1041	873.59	9	7.93476
ECB_00710	1149	981.59	5	3.92318
ECB_00711	1047	879.59	2	1.75125
ECB_00712	1017	849.59	15	13.5982
ECB_00713	1473	1305.59	6	3.53951
ECB_00714	789	621.59	4	4.95627
ECB_00715	150	30.3741	291	7378.85
ECB_00716	774	606.59	3	3.80912
ECB_00717	690	522.59	2	2.94759
ECB_00718	1059	891.59	0	0
ECB_00719	819	651.59	1	1.18202
ECB_00720	996	828.59	10	9.29521
ECB_00721	1017	849.59	1	0.906545
ECB_00722	1053	885.59	0	0
ECB_00723	1434	1266.59	5	3.04041
ECB_00724	2262	2094.59	6	2.20623
ECB_00725	1284	1116.59	4	2.75909
ECB_00726	1071	903.59	7	5.96658
ECB_00727	285	125.008	3	18.4834
ECB_00728	339	174.73	2	8.8158
ECB_00729	372	206.648	0	0
ECB_00730	345	180.569	0	0
ECB_00731	186	50.257	0	0
ECB_00732	552	384.673	0	0
ECB_00733	1623	1455.59	9	4.76214
ECB_00734	762	594.59	1	1.29533
ECB_00735	459	292.063	0	0
ECB_00736	399	232.897	0	0
ECB_00737	993	825.59	6	5.59739
ECB_00738	1338	1170.59	2	1.3159
ECB_00739	1146	978.59	18	14.1668
ECB_00740	477	309.973	24	59.633
ECB_00741	1290	1122.59	0	0
ECB_00742	1041	873.59	1	0.88164
ECB_00743	1155	987.59	0	0
ECB_00744	756	588.59	1	1.30854
ECB_00745	678	510.59	2	3.01687
ECB_00746	2022	1854.59	25	10.3822
ECB_00747	909	741.59	4	4.15427
ECB_00748	990	822.59	21	19.6623
ECB_00749	513	345.747	1	2.22762
ECB_00750	486	318.879	2	4.83062
ECB_00751	246	92.403	1	8.33514
ECB_00752	453	286.121	1	2.69184
ECB_00753	705	537.59	336	481.379
ECB_00754	714	546.59	2	2.81817
ECB_00755	957	789.59	9	8.77889
ECB_00756	1242	1074.59	8	5.73385
ECB_00757	762	594.59	11	14.2487
ECB_00758	411	244.777	146	459.39
ECB_00759	1107	939.59	9	7.37739
ECB_00760	1134	966.59	4	3.18725
ECB_00761	1737	1569.59	4	1.96278
ECB_00762	999	831.59	2	1.85233
ECB_00763	672	504.59	2	3.05274
ECB_00764	1365	1197.59	6	3.85871
ECB_00765	483	315.879	2	4.8765
ECB_00766	2151	1983.59	2	0.776563
ECB_00767	963	795.59	9	8.71268
ECB_00768	1086	918.59	28	23.4766
ECB_00769	261	104.129	7	51.7757
ECB_00770	267	109.086	18	127.087
ECB_00771	678	510.59	2	3.01687
ECB_00772	2283	2115.59	2	0.728111
ECB_00773	261	104.129	4	29.5861
ECB_00774	927	759.59	1	1.01396
ECB_00775	2226	2058.59	13	4.86376
ECB_00776	723	555.59	9	12.4763
ECB_00777	660	492.59	11	17.1991
ECB_00778	747	579.59	111	147.503
ECB_00779	504	336.781	2171	4964.91
ECB_00780	888	720.59	7	7.48184
ECB_00781	516	348.747	115	253.972
ECB_00782	1584	1416.59	6	3.26217
ECB_00783	270	111.62	1353	9335.83
ECB_00784	468	301.034	9	23.0264
ECB_00785	1119	951.59	2	1.61875
ECB_00786	921	753.59	33	33.727
ECB_00787	1593	1425.59	3	1.62079
ECB_00788	1266	1098.59	4	2.80429
ECB_00789	816	648.59	1	1.18749
ECB_00790	2433	2265.59	6	2.03971
ECB_00791	927	759.59	1	1.01396
ECB_00792	663	495.59	0	0
ECB_00793	750	582.59	3	3.96604
ECB_00794	1236	1068.59	4	2.88302
ECB_00795	966	798.59	12	11.5733
ECB_00796	1839	1671.59	5	2.30377
ECB_00797	1482	1314.59	7	4.10116
ECB_00798	921	753.59	1	1.02203
ECB_00799	912	744.59	0	0
ECB_00800	2097	1929.59	2	0.798296
ECB_00801	1329	1161.59	8	5.3044
ECB_00802	1326	1158.59	0	0
ECB_00803	384	218.099	99	349.607
ECB_00804	1116	948.59	4	3.24773
ECB_00805	627	459.59	7	11.7308
ECB_00806	1203	1035.59	163	121.227
ECB_00807	759	591.59	11	14.3209
ECB_00808	597	429.59	1	1.79285
ECB_00809	1233	1065.59	11	7.95063
ECB_00810	285	125.008	0	0
ECB_00811	816	648.59	1	1.18749
ECB_00812	1209	1041.59	3	2.21832
ECB_00813	537	369.711	4	8.33291
ECB_00814	333	169.114	219	997.388
ECB_00815	945	777.59	8	7.92388
ECB_00816	153	31.7637	10	242.476
ECB_00817	564	396.673	6	11.6498
ECB_00818	222	73.8924	2	20.8463
ECB_00819	510	342.747	0	0
ECB_00820	240	87.6652	0	0
ECB_00821	342	177.623	1	4.33611
ECB_00822	234	82.9401	0	0
ECB_00823	228	78.575	0	0
ECB_00824	858	690.59	0	0
ECB_00825	2415	2247.59	2	0.685349
ECB_00826	189	52.1068	2	29.562
ECB_00827	306	143.836	3	16.064
ECB_00828	336	171.958	20	89.5789
ECB_00829	165	38.2582	0	0
ECB_00830	924	756.59	24	24.4315
ECB_00831	963	795.59	50	48.4038
ECB_00832	1029	861.59	0	0
ECB_00833	1767	1599.59	1	0.481493
ECB_00834	753	585.59	5	6.5762
ECB_00835	147	28.8004	0	0
ECB_00836	429	262.421	2	5.86989
ECB_00837	291	130.37	0	0
ECB_00838	432	265.395	0	0
ECB_00839	447	280.15	2	5.49843
ECB_00840	807	639.59	16	19.2671
ECB_00841	822	654.59	1	1.1766
ECB_00842	360	195.093	3	11.8435
ECB_00843	909	741.59	2	2.07714
ECB_00844	606	438.59	2	3.51212
ECB_00845	1623	1455.59	6	3.17476
ECB_00846	438	271.287	3	8.51708
ECB_00847	603	435.59	1	1.76816
ECB_00848	540	372.711	2	4.13292
ECB_00849	276	116.855	0	0
ECB_00850	369	203.751	2	7.56011
ECB_00851	252	97.0698	6	47.6065
ECB_00852	1686	1518.59	49	24.8516
ECB_00853	378	212.185	2	7.25963
ECB_00854	258	101.669	4	30.3018
ECB_00855	288	127.772	5	30.1393
ECB_00856	723	555.59	2	2.77252
ECB_00857	903	735.59	4	4.18816
ECB_00858	477	309.973	5	12.4235
ECB_00859	1113	945.59	17	13.8467
ECB_00860	1134	966.59	1	0.796813
ECB_00861	954	786.59	2	1.95831
ECB_00862	846	678.59	3	3.40496
ECB_00863	489	321.847	5	11.9652
ECB_00864	1128	960.59	1	0.80179
ECB_00865	732	564.59	9	12.2774
ECB_00866	669	501.59	4	6.142
ECB_00867	717	549.59	4	5.60557
ECB_00868	732	564.59	6	8.18496
ECB_00869	729	561.59	23	31.5433
ECB_00870	516	348.747	46	101.589
ECB_00871	324	160.464	38	182.392
ECB_00872	831	663.59	29	33.6587
ECB_00873	1014	846.59	2	1.81952
ECB_00874	1431	1263.59	4	2.43811
ECB_00875	1002	834.59	7	6.45987
ECB_00876	1719	1551.59	35	17.3736
ECB_00877	969	801.59	3	2.88249
ECB_00878	1653	1485.59	5	2.59221
ECB_00879	900	732.59	2	2.10265
ECB_00880	696	528.59	19	27.6843
ECB_00881	1659	1491.59	40	20.6542
ECB_00882	993	825.59	35	32.6514
ECB_00883	1116	948.59	5	4.05967
ECB_00884	1947	1779.59	4	1.73117
ECB_00885	225	76.1883	1997	20187.8
ECB_00886	321	157.658	85	415.243
ECB_00887	2133	1965.59	144	56.4246
ECB_00888	219	71.704	10	107.413
ECB_00889	705	537.59	2	2.86535
ECB_00890	1722	1554.59	2	0.990862
ECB_00891	1767	1599.59	5	2.40747
ECB_00892	966	798.59	6	5.78664
ECB_00893	495	327.847	21	49.3341
ECB_00894	4029	3861.59	51	10.1719
ECB_00895	615	447.59	10	17.2075
ECB_00896	1344	1176.59	5	3.27298
ECB_00897	1293	1125.59	49	33.5285
ECB_00898	2445	2277.59	2	0.676322
ECB_00899	618	450.59	1	1.7093
ECB_00900	864	696.59	4	4.42264
ECB_00901	627	459.59	18	30.1648
ECB_00902	1149	981.59	83	65.1249
ECB_00903	1431	1263.59	15	9.1429
ECB_00904	909	741.59	2	2.07714
ECB_00905	591	423.59	1	1.81825
ECB_00906	741	573.59	41	55.053
ECB_00907	2283	2115.59	117	42.5945
ECB_00908	858	690.59	13	14.4985
ECB_00909	1761	1593.59	2	0.966612
ECB_00910	693	525.59	6	8.79231
ECB_00911	1089	921.59	21	17.5501
ECB_00912	1284	1116.59	16	11.0363
ECB_00913	765	597.59	4	5.15532
ECB_00914	684	516.59	4	5.96366
ECB_00915	1674	1506.59	54	27.6056
ECB_00916	285	125.008	317	1953.08
ECB_00917	2265	2097.59	15	5.50769
ECB_00918	1749	1581.59	10	4.86973
ECB_00919	987	819.59	2	1.87946
ECB_00920	1233	1065.59	3	2.16835
ECB_00921	183	48.4341	1	15.9018
ECB_00922	747	579.59	3	3.98657
ECB_00923	894	726.59	5	5.30004
ECB_00924	780	612.59	1	1.25727
ECB_00925	786	618.59	3	3.73523
ECB_00926	1323	1155.59	1	0.666492
ECB_00927	678	510.59	3	4.5253
ECB_00928	4461	4293.59	7	1.25567
ECB_00929	1848	1680.59	275	126.029
ECB_00930	549	381.711	16	32.2838
ECB_00931	648	480.59	12	19.2311
ECB_00932	1191	1023.59	18	13.5439
ECB_00933	1089	921.59	6456	5395.41
ECB_00934	1401	1233.59	23	14.36
ECB_00935	1203	1035.59	14	10.4121
ECB_00936	2613	2445.59	57	17.9511
ECB_00937	768	600.59	2	2.56478
ECB_00938	792	624.59	0	0
ECB_00939	1146	978.59	1	0.787042
ECB_00940	960	792.59	0	0
ECB_00941	576	408.633	2	3.76961
ECB_00942	540	372.711	2	4.13292
ECB_00943	702	534.59	0	0
ECB_00944	2601	2433.59	6	1.8989
ECB_00945	1071	903.59	1	0.852368
ECB_00946	543	375.711	0	0
ECB_00947	516	348.747	1	2.20846
ECB_00948	711	543.59	1	1.41686
ECB_00949	1011	843.59	3	2.73898
ECB_00950	543	375.711	3	6.14988
ECB_00951	1110	942.59	3	2.4513
ECB_00952	2109	1941.59	4	1.58672
ECB_00953	1908	1740.59	32	14.1596
ECB_00954	1254	1086.59	9	6.37934
ECB_00955	1641	1473.59	12	6.27196
ECB_00956	549	381.711	4	8.07095
ECB_00957	168	39.9384	455	8774.45
ECB_00958	519	351.747	14	30.6547
ECB_00959	1761	1593.59	26	12.566
ECB_00960	453	286.121	44	118.441
ECB_00961	1041	873.59	258	227.463
ECB_00962	510	342.747	81	182.016
ECB_00963	630	462.59	27	44.9538
ECB_00964	2154	1986.59	7	2.71387
ECB_00965	447	280.15	0	0
ECB_00966	2055	1887.59	14	5.71241
ECB_00967	459	292.063	25	65.9268
ECB_00968	663	495.59	8	12.4327
ECB_00969	414	247.678	43	133.715
ECB_00970	318	154.832	187	930.207
ECB_00971	1104	936.59	53	43.5838
ECB_00972	279	119.62	20	128.773
ECB_00973	330	166.216	13	60.2379
ECB_00974	660	492.59	47	73.4871
ECB_00975	1119	951.59	3	2.42812
ECB_00976	1794	1626.59	3	1.4205
ECB_00977	708	540.59	0	0
ECB_00978	588	420.633	1	1.83103
ECB_00979	399	232.897	0	0
ECB_00980	858	690.59	1	1.11527
ECB_00981	1545	1377.59	2	1.11817
ECB_00982	1137	969.59	1	0.794348
ECB_00983	1299	1131.59	2	1.36126
ECB_00984	2181	2013.59	12	4.58996
ECB_00985	447	280.15	2	5.49843
ECB_00986	1140	972.59	3	2.37569
ECB_00987	2097	1929.59	1	0.399148
ECB_00988	747	579.59	1	1.32886
ECB_00989	645	477.59	1	1.61266
ECB_00990	306	143.836	2	10.7093
ECB_00991	213	67.3778	0	0
ECB_00992	213	67.3778	6	68.5856
ECB_00993	231	80.5935	0	0
ECB_00994	174	43.2839	1	17.7939
ECB_00995	1074	906.59	3	2.54864
ECB_00996	2745	2577.59	5	1.49402
ECB_00997	1029	861.59	2	1.78784
ECB_00998	693	525.59	3	4.39615
ECB_00999	1173	1005.59	2	1.53182
ECB_01000	2547	2379.59	7	2.26566
ECB_01001	600	432.59	1	1.78042
ECB_01002	306	143.836	18	96.384
ECB_01003	921	753.59	42	42.9253
ECB_01004	1260	1092.59	2	1.40985
ECB_01005	1242	1074.59	291	208.569
ECB_01006	228	78.575	446	4371.69
ECB_01007	597	429.59	117	209.764
ECB_01008	174	43.2839	15	266.909
ECB_01009	1329	1161.59	5	3.31525
ECB_01010	495	327.847	1	2.34924
ECB_01011	591	423.59	0	0
ECB_01012	801	633.59	1	1.2156
ECB_01013	387	221.033	0	0
ECB_01014	693	525.59	0	0
ECB_01015	1149	981.59	1	0.784637
ECB_01016	639	471.59	4	6.53272
ECB_01017	3963	3795.59	1	0.202918
ECB_01018	1509	1341.59	7	4.01862
ECB_01019	840	672.59	7	8.01579
ECB_01020	1128	960.59	4	3.20716
ECB_01021	1272	1104.59	3	2.09179
ECB_01022	1065	897.59	837	718.201
ECB_01023	414	247.678	3	9.32896
ECB_01024	1326	1158.59	3	1.9943
ECB_01025	2019	1851.59	0	0
ECB_01026	2424	2256.59	3	1.02392
ECB_01027	1359	1191.59	4	2.58543
ECB_01028	816	648.59	0	0
ECB_01029	309	146.509	2	10.5139
ECB_01030	939	771.59	4	3.99275
ECB_01031	738	570.59	7	9.44871
ECB_01032	555	387.673	4	7.94683
ECB_01033	492	324.847	2	4.74188
ECB_01034	834	666.59	5	5.7771
ECB_01035	417	250.653	0	0
ECB_01036	390	223.966	1	3.43888
ECB_01037	651	483.59	3	4.77796
ECB_01038	456	289.121	0	0
ECB_01039	456	289.121	10	26.6391
ECB_01040	333	169.114	1	4.55428
ECB_01041	312	149.267	1	5.15982
ECB_01042	534	366.711	14	29.4038
ECB_01043	1422	1254.59	6	3.68339
ECB_01044	1158	990.59	11	8.55259
ECB_01045	1536	1368.59	9	5.06487
ECB_01046	2544	2376.59	12	3.88889
ECB_01047	228	78.575	12	117.624
ECB_01048	375	209.418	12	44.1333
ECB_01049	1227	1059.59	1	0.726877
ECB_01050	921	753.59	10	10.2203
ECB_01051	1053	885.59	2	1.73939
ECB_01052	576	408.633	1	1.8848
ECB_01053	567	399.673	0	0
ECB_01054	141	26.1835	1	29.4152
ECB_01055	1119	951.59	6	4.85624
ECB_01056	255	99.2425	1225	9506.87
ECB_01057	246	92.403	42	350.076
ECB_01058	1047	879.59	4	3.5025
ECB_01059	561	393.673	13	25.4336
ECB_01060	648	480.59	42	67.309
ECB_01061	1209	1041.59	5	3.69719
ECB_01062	585	417.633	24	44.2605
ECB_01063	648	480.59	7	11.2182
ECB_01064	924	756.59	11	11.1978
ECB_01065	1536	1368.59	2	1.12553
ECB_01066	417	250.653	5	15.3637
ECB_01067	294	133.043	4	23.1561
ECB_01068	660	492.59	7	10.9449
ECB_01069	417	250.653	37	113.692
ECB_01070	405	238.874	25	80.6066
ECB_01071	696	528.59	24	34.9696
ECB_01072	1206	1038.59	24	17.7978
ECB_01073	756	588.59	15	19.628
ECB_01074	783	615.59	11	13.7626
ECB_01075	699	531.59	5	7.24422
ECB_01076	1098	930.59	10	8.27638
ECB_01077	942	774.59	7	6.96025
ECB_01078	1644	1476.59	5	2.60801
ECB_01079	954	786.59	13	12.729
ECB_01080	3186	3018.59	10	2.5515
ECB_01081	321	157.658	51	249.146
ECB_01082	960	792.59	2	1.94348
ECB_01083	585	417.633	16	29.507
ECB_01084	522	354.747	8	17.3688
ECB_01085	174	43.2839	7	124.558
ECB_01086	1071	903.59	15	12.7855
ECB_01087	954	786.59	15	14.6873
ECB_01088	930	762.59	10	10.0997
ECB_01089	735	567.59	106	143.837
ECB_01090	237	85.1981	790	7141.61
ECB_01091	1242	1074.59	99	70.9563
ECB_01092	810	642.59	2	2.39715
ECB_01093	1023	855.59	0	0
ECB_01094	642	474.59	0	0
ECB_01095	1005	837.59	4	3.67813
ECB_01096	798	630.59	177	216.185
ECB_01097	1434	1266.59	28	17.0263
ECB_01098	2190	2022.59	6	2.28477
ECB_01099	360	195.093	17	67.1131
ECB_01100	378	212.185	11	39.9279
ECB_01101	642	474.59	11	17.8514
ECB_01102	825	657.59	2	2.34247
ECB_01103	1026	858.59	7	6.2793
ECB_01104	543	375.711	11	22.5496
ECB_01105	1305	1137.59	3	2.03111
ECB_01106	540	372.711	8	16.5317
ECB_01107	633	465.59	1	1.65423
ECB_01108	258	101.669	3	22.7264
ECB_01109	963	795.59	3	2.90423
ECB_01110	3447	3279.59	6	1.40906
ECB_01111	1074	906.59	4	3.39819
ECB_01112	1200	1032.59	3	2.23765
ECB_01113	702	534.59	0	0
ECB_01114	1245	1077.59	32	22.8715
ECB_01116	276	116.855	0.311111	2.05053
ECB_01117	504	336.781	2.66448	6.09347
ECB_01118	840	672.59	0	0
ECB_01119	789	621.59	3	3.7172
ECB_01120	408	241.85	0	0
ECB_01121	1047	879.59	4	3.5025
ECB_01122	795	627.59	1	1.22722
ECB_01123	828	660.59	6	6.99549
ECB_01124	1137	969.59	2	1.5887
ECB_01125	1227	1059.59	31	22.5332
ECB_01126	1122	954.59	10	8.0683
ECB_01127	1461	1293.59	10	5.95391
ECB_01128	672	504.59	24	36.6329
ECB_01129	1371	1203.59	2	1.27982
ECB_01130	642	474.59	1	1.62286
ECB_01131	1107	939.59	2	1.63942
ECB_01132	462	295.034	0	0
ECB_01133	654	486.59	2	3.16567
ECB_01134	1251	1083.59	44	31.2742
ECB_01135	324	160.464	1	4.79978
ECB_01136	405	238.874	0	0
ECB_01137	732	564.59	4	5.45664
ECB_01138	1212	1044.59	15	11.0597
ECB_01139	237	85.1981	0	0
ECB_01140	273	114.17	1	6.74601
ECB_01141	267	109.086	2	14.1208
ECB_01142	249	94.8357	1	8.12133
ECB_01143	1524	1356.59	23	13.058
ECB_01144	219	71.704	0	0
ECB_01146	330	166.216	21	97.3074
ECB_01147	276	116.855	1	6.59098
ECB_01148	213	67.3778	0	0
ECB_01149	267	109.086	14	98.8455
ECB_01150	813	645.59	20	23.8601
ECB_01151	696	528.59	8	11.6565
ECB_01152	369	203.751	5	18.9003
ECB_01153	402	235.897	87	284.05
ECB_01154	327	163.366	12	56.5743
ECB_01155	660	492.59	20	31.2711
ECB_01156	447	280.15	16	43.9875
ECB_01158	420	253.577	5	15.1865
ECB_01159	1269	1101.59	4	2.79665
ECB_01160	531	363.711	5	10.588
ECB_01161	1542	1374.59	4	2.24123
ECB_01162	720	552.59	16	22.3006
ECB_01163	1533	1365.59	1473	830.771
ECB_01164	1299	1131.59	93	63.2984
ECB_01165	1071	903.59	38	32.39
ECB_01166	1737	1569.59	18	8.83253
ECB_01167	915	747.59	6	6.1814
ECB_01168	612	444.59	1	1.73236
ECB_01169	735	567.59	1	1.35695
ECB_01170	255	99.2425	104	807.114
ECB_01171	441	274.205	9	25.2793
ECB_01172	1698	1530.59	35	17.612
ECB_01173	1419	1251.59	2	1.23074
ECB_01174	633	465.59	0	0
ECB_01175	1071	903.59	2	1.70474
ECB_01176	1920	1752.59	4	1.75784
ECB_01177	2868	2700.59	9	2.56675
ECB_01178	1092	924.59	9	7.49708
ECB_01179	585	417.633	2	3.68837
ECB_01180	279	119.62	1697	10926.4
ECB_01181	1680	1512.59	17	8.65619
ECB_01182	948	780.59	14	13.8135
ECB_01183	852	684.59	5	5.6252
ECB_01184	624	456.59	1	1.68683
ECB_01185	1257	1089.59	19	13.4304
ECB_01186	1083	915.59	5	4.20599
ECB_01187	834	666.59	2	2.31084
ECB_01188	393	226.944	2	6.78752
ECB_01189	810	642.59	0	0
ECB_01190	855	687.59	9	10.0812
ECB_01191	108	13.1578	8	468.278
ECB_01192	108	13.1578	5	292.674
ECB_01193	108	13.1578	1	58.5348
ECB_01194	1101	933.59	8	6.59983
ECB_01195	231	80.5935	23	219.8
ECB_01196	717	549.59	15	21.0209
ECB_01197	354	189.326	38	154.587
ECB_01198	1254	1086.59	6	4.25289
ECB_01199	651	483.59	2	3.18531
ECB_01200	1797	1629.59	7	3.3084
ECB_01201	1392	1224.59	4	2.51575
ECB_01202	3744	3576.59	1	0.215342
ECB_01203	1539	1371.59	4	2.24613
ECB_01204	711	543.59	4	5.66744
ECB_01205	678	510.59	3	4.5253
ECB_01208	843	675.59	16	18.2404
ECB_01209	459	292.063	31	81.7493
ECB_01210	945	777.59	28	27.7336
ECB_01211	1014	846.59	61	55.4952
ECB_01212	909	741.59	43	44.6584
ECB_01213	414	247.678	4460	13869.1
ECB_01214	618	450.59	15	25.6394
ECB_01215	2676	2508.59	322	98.861
ECB_01216	648	480.59	7	11.2182
ECB_01217	1632	1464.59	38	19.9833
ECB_01218	921	753.59	4	4.08812
ECB_01219	909	741.59	2	2.07714
ECB_01220	1014	846.59	1	0.909758
ECB_01221	1005	837.59	7	6.43673
ECB_01222	330	166.216	4	18.5348
ECB_01223	1461	1293.59	20	11.9078
ECB_01224	1254	1086.59	24	17.0116
ECB_01225	297	135.67	15	85.1544
ECB_01226	720	552.59	3	4.18135
ECB_01227	399	232.897	2	6.614
ECB_01228	540	372.711	8	16.5317
ECB_01229	744	576.59	12	16.0292
ECB_01230	639	471.59	3	4.89954
ECB_01231	507	339.747	2	4.53392
ECB_01232	501	333.814	0	0
ECB_01233	180	46.5893	23	380.225
ECB_01234	807	639.59	8	9.63357
ECB_01235	1194	1026.59	5	3.75121
ECB_01236	1359	1191.59	5	3.23178
ECB_01237	1596	1428.59	9	4.85214
ECB_01238	1563	1395.59	6	3.31125
ECB_01239	45	10	18	1386.35
ECB_01240	882	714.59	27	29.1008
ECB_01241	621	453.59	23	39.0538
ECB_01243	276	116.855	1.55556	10.2526
ECB_01244	504	336.781	0.00965665	0.022084
ECB_01245	876	708.59	2	2.17387
ECB_01246	591	423.59	0	0
ECB_01247	759	591.59	2	2.6038
ECB_01248	1050	882.59	8	6.9812
ECB_01249	252	97.0698	10	79.3442
ECB_01250	2598	2430.59	17	5.38687
ECB_01251	975	807.59	23	21.9349
ECB_01253	2676	2508.59	112	34.3864
ECB_01254	591	423.59	67	121.823
ECB_01255	765	597.59	35	45.109
ECB_01256	309	146.509	31	162.966
ECB_01257	1170	1002.59	14	10.7548
ECB_01258	738	570.59	9	12.1483
ECB_01259	327	163.366	1	4.71452
ECB_01260	219	71.704	118	1267.47
ECB_01261	750	582.59	16	21.1522
ECB_01262	1986	1818.59	67	28.3752
ECB_01263	1935	1767.59	3	1.30719
ECB_01264	1128	960.59	2	1.60358
ECB_01265	789	621.59	46	56.9971
ECB_01266	354	189.326	2	8.13615
ECB_01267	807	639.59	4	4.81678
ECB_01268	993	825.59	4	3.73159
ECB_01269	891	723.59	4	4.25761
ECB_01270	966	798.59	2	1.92888
ECB_01271	1644	1476.59	15	7.82402
ECB_01272	246	92.403	0	0
ECB_01273	1386	1218.59	2	1.26407
ECB_01274	1419	1251.59	9	5.53834
ECB_01275	765	597.59	17	21.9101
ECB_01276	558	390.673	7	13.8002
ECB_01277	1488	1320.59	3	1.74965
ECB_01278	1281	1113.59	4	2.76652
ECB_01279	1266	1098.59	0	0
ECB_01280	978	810.59	1	0.950162
ECB_01281	669	501.59	13	19.9615
ECB_01282	225	76.1883	2	20.2181
ECB_01283	360	195.093	3	11.8435
ECB_01284	222	73.8924	1	10.4232
ECB_01285	315	152.129	34	172.134
ECB_01286	1680	1512.59	1	0.509187
ECB_01287	1293	1125.59	2	1.36851
ECB_01288	882	714.59	1	1.07781
ECB_01289	843	675.59	2	2.28006
ECB_01290	1053	885.59	0	0
ECB_01291	789	621.59	4	4.95627
ECB_01292	1056	888.59	0	0
ECB_01293	2268	2100.59	5	1.83327
ECB_01294	660	492.59	1	1.56355
ECB_01295	1083	915.59	2	1.68239
ECB_01296	906	738.59	0	0
ECB_01297	999	831.59	1	0.926167
ECB_01298	1398	1230.59	9	5.63285
ECB_01299	1062	894.59	4	3.44377
ECB_01300	1542	1374.59	73	40.9024
ECB_01301	507	339.747	243	550.871
ECB_01302	966	798.59	17	16.3955
ECB_01303	789	621.59	17	21.0641
ECB_01305	933	765.59	3	3.01803
ECB_01306	900	732.59	9	9.46194
ECB_01307	1614	1446.59	57	30.3479
ECB_01308	1032	864.59	17	15.1439
ECB_01309	258	101.669	289	2189.31
ECB_01310	951	783.59	522	513.074
ECB_01311	753	585.59	222	291.983
ECB_01312	516	348.747	3	6.62537
ECB_01313	1527	1359.59	1	0.566488
ECB_01314	1446	1278.59	2	1.20475
ECB_01315	1311	1143.59	3	2.02046
ECB_01316	909	741.59	9	9.34711
ECB_01317	564	396.673	5	9.70816
ECB_01318	1233	1065.59	77	55.6544
ECB_01319	984	816.59	33	31.125
ECB_01320	1374	1206.59	7	4.46825
ECB_01321	936	768.59	3	3.00625
ECB_01322	1236	1068.59	4	2.88302
ECB_01323	216	69.4648	0	0
ECB_01324	210	65.3156	0	0
ECB_01325	195	55.5416	0	0
ECB_01326	810	642.59	2	2.39715
ECB_01327	2601	2433.59	2	0.632968
ECB_01328	276	116.855	0	0
ECB_01329	171	41.5268	0	0
ECB_01330	222	73.8924	0	0
ECB_01331	489	321.847	3	7.17912
ECB_01332	156	33.403	0	0
ECB_01333	135	23.2623	0	0
ECB_01334	138	24.6785	2	62.4181
ECB_01335	345	180.569	0	0
ECB_01336	273	114.17	1	6.74601
ECB_01337	534	366.711	0	0
ECB_01338	300	138.458	1	5.56262
ECB_01339	1458	1290.59	5	2.98387
ECB_01340	432	265.395	2	5.80412
ECB_01341	837	669.59	7	8.0517
ECB_01342	2226	2058.59	9.66028	3.61425
ECB_01343	279	119.62	0	0
ECB_01344	294	133.043	0	0
ECB_01345	591	423.59	15.8182	28.7614
ECB_01346	267	109.086	6.5	45.8926
ECB_01347	435	268.341	208	597.001
ECB_01348	1134	966.59	4	3.18725
ECB_01349	3525	3357.59	63	14.4515
ECB_01350	267	109.086	3	21.1812
ECB_01351	423	256.526	23	69.0551
ECB_01352	990	822.59	20	18.726
ECB_01353	2640	2472.59	23	7.16431
ECB_01354	186	50.257	1	15.3251
ECB_01355	327	163.366	2	9.42905
ECB_01356	906	738.59	40	41.7115
ECB_01357	1500	1332.59	13	7.51356
ECB_01358	1719	1551.59	2	0.992777
ECB_01359	309	146.509	2	10.5139
ECB_01360	867	699.59	0	0
ECB_01361	534	366.711	0	0
ECB_01362	2307	2139.59	11	3.95969
ECB_01363	606	438.59	2	3.51212
ECB_01364	897	729.59	0	0
ECB_01365	1758	1590.59	2	0.968435
ECB_01366	1293	1125.59	2	1.36851
ECB_01367	606	438.59	2	3.51212
ECB_01368	3846	3678.59	10	2.09371
ECB_01369	801	633.59	9	10.9404
ECB_01370	1440	1272.59	38	22.9982
ECB_01371	1002	834.59	10	9.22838
ECB_01372	276	116.855	1.55556	10.2526
ECB_01373	504	336.781	0.00965665	0.022084
ECB_01374	531	363.711	31	65.6454
ECB_01375	174	43.2839	16	284.703
ECB_01376	150	30.3741	56	1419.98
ECB_01377	168	39.9384	61	1176.36
ECB_01378	1641	1473.59	8	4.18131
ECB_01379	924	756.59	85	86.5281
ECB_01380	1344	1176.59	103	67.4234
ECB_01381	1626	1458.59	25	13.201
ECB_01382	204	61.2905	0	0
ECB_01383	225	76.1883	2741	27708.9
ECB_01384	540	372.711	24	49.595
ECB_01385	981	813.59	58	54.9062
ECB_01386	993	825.59	4	3.73159
ECB_01387	594	426.59	12	21.6655
ECB_01388	669	501.59	251	385.41
ECB_01390	1209	1041.59	31	22.9226
ECB_01391	1176	1008.59	2	1.52726
ECB_01392	537	369.711	1	2.08323
ECB_01393	1962	1794.59	27	11.5877
ECB_01394	231	80.5935	49	468.269
